"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|RS","02.01.2020 13:00 - 02.01.2020 14:00 (CET/CEST)","17","3043","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1197","0","n/e","n/e","90","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2020 14:00 - 02.01.2020 15:00 (CET/CEST)","17","3101","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1058","0","n/e","n/e","89","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2020 15:00 - 02.01.2020 16:00 (CET/CEST)","17","3216","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","927","0","n/e","n/e","92","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2020 16:00 - 02.01.2020 17:00 (CET/CEST)","17","3365","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1047","0","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2020 17:00 - 02.01.2020 18:00 (CET/CEST)","17","3351","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1188","0","n/e","n/e","112","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2020 18:00 - 02.01.2020 19:00 (CET/CEST)","17","3287","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1239","0","n/e","n/e","113","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2020 19:00 - 02.01.2020 20:00 (CET/CEST)","17","3331","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1217","0","n/e","n/e","109","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2020 20:00 - 02.01.2020 21:00 (CET/CEST)","17","3401","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1152","18","n/e","n/e","80","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2020 21:00 - 02.01.2020 22:00 (CET/CEST)","17","3412","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1071","22","n/e","n/e","71","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2020 22:00 - 02.01.2020 23:00 (CET/CEST)","17","3355","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1202","5","n/e","n/e","70","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2020 23:00 - 03.01.2020 00:00 (CET/CEST)","17","3111","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1451","0","n/e","n/e","68","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 00:00 - 03.01.2020 01:00 (CET/CEST)","17","3034","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1508","0","n/e","n/e","68","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 01:00 - 03.01.2020 02:00 (CET/CEST)","17","3103","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","915","0","n/e","n/e","67","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 02:00 - 03.01.2020 03:00 (CET/CEST)","17","3172","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","624","0","n/e","n/e","74","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 03:00 - 03.01.2020 04:00 (CET/CEST)","17","3177","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","500","0","n/e","n/e","93","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 04:00 - 03.01.2020 05:00 (CET/CEST)","17","3213","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","555","0","n/e","n/e","114","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 05:00 - 03.01.2020 06:00 (CET/CEST)","17","3125","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","774","0","n/e","n/e","116","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 06:00 - 03.01.2020 07:00 (CET/CEST)","17","3059","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","936","0","n/e","n/e","116","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 07:00 - 03.01.2020 08:00 (CET/CEST)","17","2986","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1261","0","n/e","n/e","112","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 08:00 - 03.01.2020 09:00 (CET/CEST)","17","2916","n/e","2","n/e","n/e","n/e","n/e","n/e","27","","1513","0","n/e","n/e","114","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 09:00 - 03.01.2020 10:00 (CET/CEST)","17","2912","n/e","2","n/e","n/e","n/e","n/e","n/e","251","","1427","0","n/e","n/e","113","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 10:00 - 03.01.2020 11:00 (CET/CEST)","17","2929","n/e","2","n/e","n/e","n/e","n/e","n/e","196","","1501","0","n/e","n/e","113","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 11:00 - 03.01.2020 12:00 (CET/CEST)","17","3054","n/e","2","n/e","n/e","n/e","n/e","n/e","31","","1548","0","n/e","n/e","112","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 12:00 - 03.01.2020 13:00 (CET/CEST)","17","3052","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1471","0","n/e","n/e","113","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 13:00 - 03.01.2020 14:00 (CET/CEST)","17","3057","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1453","0","n/e","n/e","114","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 14:00 - 03.01.2020 15:00 (CET/CEST)","17","3137","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1376","0","n/e","n/e","114","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 15:00 - 03.01.2020 16:00 (CET/CEST)","17","2981","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1543","0","n/e","n/e","114","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 16:00 - 03.01.2020 17:00 (CET/CEST)","17","2927","n/e","2","n/e","n/e","n/e","n/e","n/e","77","","1746","0","n/e","n/e","111","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 17:00 - 03.01.2020 18:00 (CET/CEST)","17","3027","n/e","2","n/e","n/e","n/e","n/e","n/e","293","","1537","0","n/e","n/e","113","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 18:00 - 03.01.2020 19:00 (CET/CEST)","17","3108","n/e","2","n/e","n/e","n/e","n/e","n/e","292","","1451","0","n/e","n/e","113","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 19:00 - 03.01.2020 20:00 (CET/CEST)","17","3164","n/e","2","n/e","n/e","n/e","n/e","n/e","225","","1431","0","n/e","n/e","108","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 20:00 - 03.01.2020 21:00 (CET/CEST)","17","3198","n/e","2","n/e","n/e","n/e","n/e","n/e","4","","1588","19","n/e","n/e","80","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 21:00 - 03.01.2020 22:00 (CET/CEST)","17","3132","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1556","24","n/e","n/e","71","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 22:00 - 03.01.2020 23:00 (CET/CEST)","17","3053","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1627","6","n/e","n/e","76","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2020 23:00 - 04.01.2020 00:00 (CET/CEST)","17","3119","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1619","0","n/e","n/e","68","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 00:00 - 04.01.2020 01:00 (CET/CEST)","17","3162","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1533","0","n/e","n/e","66","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 01:00 - 04.01.2020 02:00 (CET/CEST)","17","3210","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","838","0","n/e","n/e","66","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 02:00 - 04.01.2020 03:00 (CET/CEST)","17","3249","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","560","0","n/e","n/e","73","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 03:00 - 04.01.2020 04:00 (CET/CEST)","17","3182","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","615","0","n/e","n/e","73","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 04:00 - 04.01.2020 05:00 (CET/CEST)","17","3170","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","623","0","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 05:00 - 04.01.2020 06:00 (CET/CEST)","17","3188","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","609","0","n/e","n/e","115","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 06:00 - 04.01.2020 07:00 (CET/CEST)","17","3229","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","766","0","n/e","n/e","115","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 07:00 - 04.01.2020 08:00 (CET/CEST)","17","3156","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","995","0","n/e","n/e","115","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 08:00 - 04.01.2020 09:00 (CET/CEST)","17","3135","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1259","0","n/e","n/e","115","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 09:00 - 04.01.2020 10:00 (CET/CEST)","17","3160","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1491","0","n/e","n/e","112","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 10:00 - 04.01.2020 11:00 (CET/CEST)","17","3207","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1481","0","n/e","n/e","110","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 11:00 - 04.01.2020 12:00 (CET/CEST)","17","3257","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1511","0","n/e","n/e","111","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 12:00 - 04.01.2020 13:00 (CET/CEST)","17","3302","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1432","0","n/e","n/e","112","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 13:00 - 04.01.2020 14:00 (CET/CEST)","17","3350","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1380","0","n/e","n/e","114","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 14:00 - 04.01.2020 15:00 (CET/CEST)","17","3328","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1315","0","n/e","n/e","109","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 15:00 - 04.01.2020 16:00 (CET/CEST)","17","3197","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1457","0","n/e","n/e","110","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 16:00 - 04.01.2020 17:00 (CET/CEST)","17","3122","n/e","2","n/e","n/e","n/e","n/e","n/e","108","","1622","0","n/e","n/e","108","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 17:00 - 04.01.2020 18:00 (CET/CEST)","17","3065","n/e","2","n/e","n/e","n/e","n/e","n/e","265","","1601","0","n/e","n/e","109","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 18:00 - 04.01.2020 19:00 (CET/CEST)","17","3067","n/e","2","n/e","n/e","n/e","n/e","n/e","296","","1526","0","n/e","n/e","108","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 19:00 - 04.01.2020 20:00 (CET/CEST)","17","3126","n/e","2","n/e","n/e","n/e","n/e","n/e","295","","1428","0","n/e","n/e","108","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 20:00 - 04.01.2020 21:00 (CET/CEST)","17","3158","n/e","2","n/e","n/e","n/e","n/e","n/e","296","","1318","16","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 21:00 - 04.01.2020 22:00 (CET/CEST)","17","3219","n/e","2","n/e","n/e","n/e","n/e","n/e","296","","1132","20","n/e","n/e","75","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 22:00 - 04.01.2020 23:00 (CET/CEST)","17","3186","n/e","2","n/e","n/e","n/e","n/e","n/e","296","","1053","0","n/e","n/e","72","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2020 23:00 - 05.01.2020 00:00 (CET/CEST)","17","3072","n/e","2","n/e","n/e","n/e","n/e","n/e","293","","1150","0","n/e","n/e","73","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 00:00 - 05.01.2020 01:00 (CET/CEST)","17","3096","n/e","2","n/e","n/e","n/e","n/e","n/e","292","","1234","0","n/e","n/e","70","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 01:00 - 05.01.2020 02:00 (CET/CEST)","17","3173","n/e","2","n/e","n/e","n/e","n/e","n/e","179","","643","0","n/e","n/e","70","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 02:00 - 05.01.2020 03:00 (CET/CEST)","17","3331","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","354","0","n/e","n/e","70","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 03:00 - 05.01.2020 04:00 (CET/CEST)","17","3479","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","306","0","n/e","n/e","67","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 04:00 - 05.01.2020 05:00 (CET/CEST)","17","3518","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","253","0","n/e","n/e","76","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 05:00 - 05.01.2020 06:00 (CET/CEST)","17","3435","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","506","0","n/e","n/e","99","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 06:00 - 05.01.2020 07:00 (CET/CEST)","17","3364","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","615","0","n/e","n/e","112","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 07:00 - 05.01.2020 08:00 (CET/CEST)","17","3375","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","718","0","n/e","n/e","113","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 08:00 - 05.01.2020 09:00 (CET/CEST)","17","3413","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","696","0","n/e","n/e","114","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 09:00 - 05.01.2020 10:00 (CET/CEST)","17","3450","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","841","0","n/e","n/e","113","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 10:00 - 05.01.2020 11:00 (CET/CEST)","17","3539","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","886","0","n/e","n/e","110","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 11:00 - 05.01.2020 12:00 (CET/CEST)","17","3581","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","931","0","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 12:00 - 05.01.2020 13:00 (CET/CEST)","17","3543","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1048","0","n/e","n/e","101","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 13:00 - 05.01.2020 14:00 (CET/CEST)","17","3522","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1040","0","n/e","n/e","101","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 14:00 - 05.01.2020 15:00 (CET/CEST)","17","3527","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","939","0","n/e","n/e","100","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 15:00 - 05.01.2020 16:00 (CET/CEST)","17","3529","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","927","0","n/e","n/e","107","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 16:00 - 05.01.2020 17:00 (CET/CEST)","17","3271","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1211","0","n/e","n/e","113","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 17:00 - 05.01.2020 18:00 (CET/CEST)","17","3275","n/e","2","n/e","n/e","n/e","n/e","n/e","187","","1112","0","n/e","n/e","113","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 18:00 - 05.01.2020 19:00 (CET/CEST)","17","3267","n/e","2","n/e","n/e","n/e","n/e","n/e","240","","1204","0","n/e","n/e","113","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 19:00 - 05.01.2020 20:00 (CET/CEST)","17","3275","n/e","2","n/e","n/e","n/e","n/e","n/e","292","","1098","0","n/e","n/e","114","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2020 20:00 - 05.01.2020 21:00 (CET/CEST)","17","3316","n/e","2","n/e","n/e","n/e","n/e","n/e","249","","917","16","n/e","n/e","108","n/e","n/e","n/e","n/e","n/e"
