"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|RS","02.01.2021 01:00 - 02.01.2021 02:00 (CET/CEST)","27","2702","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1540","0","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 02:00 - 02.01.2021 03:00 (CET/CEST)","27","2745","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1361","0","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 03:00 - 02.01.2021 04:00 (CET/CEST)","27","2787","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1095","0","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 04:00 - 02.01.2021 05:00 (CET/CEST)","27","2772","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1075","0","n/e","n/e","83","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 05:00 - 02.01.2021 06:00 (CET/CEST)","27","2759","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1320","0","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 06:00 - 02.01.2021 07:00 (CET/CEST)","27","2695","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1412","0","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 07:00 - 02.01.2021 08:00 (CET/CEST)","27","2711","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1306","0","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 08:00 - 02.01.2021 09:00 (CET/CEST)","27","2711","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1614","0","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 09:00 - 02.01.2021 10:00 (CET/CEST)","27","2681","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1850","0","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 10:00 - 02.01.2021 11:00 (CET/CEST)","27","2771","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1745","0","n/e","n/e","80","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 11:00 - 02.01.2021 12:00 (CET/CEST)","27","2811","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1636","0","n/e","n/e","80","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 12:00 - 02.01.2021 13:00 (CET/CEST)","27","2900","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1539","21","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 13:00 - 02.01.2021 14:00 (CET/CEST)","27","2904","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1437","22","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 14:00 - 02.01.2021 15:00 (CET/CEST)","27","2899","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1423","48","n/e","n/e","83","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 15:00 - 02.01.2021 16:00 (CET/CEST)","27","2837","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1540","45","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 16:00 - 02.01.2021 17:00 (CET/CEST)","27","2782","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1621","48","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 17:00 - 02.01.2021 18:00 (CET/CEST)","27","2758","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1712","48","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 18:00 - 02.01.2021 19:00 (CET/CEST)","27","2708","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1821","0","n/e","n/e","80","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 19:00 - 02.01.2021 20:00 (CET/CEST)","27","2725","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1794","0","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 20:00 - 02.01.2021 21:00 (CET/CEST)","27","2713","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1738","0","n/e","n/e","80","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 21:00 - 02.01.2021 22:00 (CET/CEST)","27","2772","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1648","23","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 22:00 - 02.01.2021 23:00 (CET/CEST)","27","2823","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1693","23","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","02.01.2021 23:00 - 03.01.2021 00:00 (CET/CEST)","27","2826","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1714","10","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 00:00 - 03.01.2021 01:00 (CET/CEST)","27","2835","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1821","0","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 01:00 - 03.01.2021 02:00 (CET/CEST)","27","2826","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1624","0","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 02:00 - 03.01.2021 03:00 (CET/CEST)","27","2845","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1356","0","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 03:00 - 03.01.2021 04:00 (CET/CEST)","27","2808","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1124","0","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 04:00 - 03.01.2021 05:00 (CET/CEST)","27","2809","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1153","0","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 05:00 - 03.01.2021 06:00 (CET/CEST)","27","2814","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1152","0","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 06:00 - 03.01.2021 07:00 (CET/CEST)","27","2817","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1660","0","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 07:00 - 03.01.2021 08:00 (CET/CEST)","27","2815","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1793","0","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 08:00 - 03.01.2021 09:00 (CET/CEST)","27","2824","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1778","0","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 09:00 - 03.01.2021 10:00 (CET/CEST)","27","2828","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1865","0","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 10:00 - 03.01.2021 11:00 (CET/CEST)","27","2789","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1728","0","n/e","n/e","80","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 11:00 - 03.01.2021 12:00 (CET/CEST)","27","2763","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1746","9","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 12:00 - 03.01.2021 13:00 (CET/CEST)","27","2770","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1677","19","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 13:00 - 03.01.2021 14:00 (CET/CEST)","27","2726","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1742","0","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 14:00 - 03.01.2021 15:00 (CET/CEST)","27","2876","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1835","0","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 15:00 - 03.01.2021 16:00 (CET/CEST)","27","3046","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1820","0","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 16:00 - 03.01.2021 17:00 (CET/CEST)","27","3076","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1722","0","n/e","n/e","101","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 17:00 - 03.01.2021 18:00 (CET/CEST)","27","2794","n/e","1","n/e","n/e","n/e","n/e","n/e","194","","1915","0","n/e","n/e","94","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 18:00 - 03.01.2021 19:00 (CET/CEST)","27","2779","n/e","1","n/e","n/e","n/e","n/e","n/e","204","","1840","0","n/e","n/e","99","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 19:00 - 03.01.2021 20:00 (CET/CEST)","27","2813","n/e","1","n/e","n/e","n/e","n/e","n/e","247","","1911","0","n/e","n/e","95","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 20:00 - 03.01.2021 21:00 (CET/CEST)","27","2743","n/e","1","n/e","n/e","n/e","n/e","n/e","60","","1752","14","n/e","n/e","83","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 21:00 - 03.01.2021 22:00 (CET/CEST)","27","2698","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1874","23","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 22:00 - 03.01.2021 23:00 (CET/CEST)","27","2704","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1807","0","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","03.01.2021 23:00 - 04.01.2021 00:00 (CET/CEST)","27","2733","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1820","0","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 00:00 - 04.01.2021 01:00 (CET/CEST)","27","2689","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1804","0","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 01:00 - 04.01.2021 02:00 (CET/CEST)","27","2701","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1774","0","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 02:00 - 04.01.2021 03:00 (CET/CEST)","27","2789","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1393","51","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 03:00 - 04.01.2021 04:00 (CET/CEST)","27","2826","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1029","87","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 04:00 - 04.01.2021 05:00 (CET/CEST)","27","2854","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","956","90","n/e","n/e","107","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 05:00 - 04.01.2021 06:00 (CET/CEST)","27","2847","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1114","87","n/e","n/e","125","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 06:00 - 04.01.2021 07:00 (CET/CEST)","27","2872","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1366","84","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 07:00 - 04.01.2021 08:00 (CET/CEST)","27","2880","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1656","94","n/e","n/e","128","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 08:00 - 04.01.2021 09:00 (CET/CEST)","27","2812","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1882","190","n/e","n/e","131","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 09:00 - 04.01.2021 10:00 (CET/CEST)","27","2757","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1870","209","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 10:00 - 04.01.2021 11:00 (CET/CEST)","27","2603","n/e","1","n/e","n/e","n/e","n/e","n/e","200","","1884","207","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 11:00 - 04.01.2021 12:00 (CET/CEST)","27","2623","n/e","1","n/e","n/e","n/e","n/e","n/e","226","","1936","207","n/e","n/e","128","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 12:00 - 04.01.2021 13:00 (CET/CEST)","27","2689","n/e","1","n/e","n/e","n/e","n/e","n/e","294","","1944","204","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 13:00 - 04.01.2021 14:00 (CET/CEST)","27","2915","n/e","1","n/e","n/e","n/e","n/e","n/e","147","","1854","205","n/e","n/e","128","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 14:00 - 04.01.2021 15:00 (CET/CEST)","27","3022","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1864","205","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 15:00 - 04.01.2021 16:00 (CET/CEST)","27","3024","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1791","205","n/e","n/e","130","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 16:00 - 04.01.2021 17:00 (CET/CEST)","27","3023","n/e","1","n/e","n/e","n/e","n/e","n/e","37","","1922","205","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 17:00 - 04.01.2021 18:00 (CET/CEST)","27","2946","n/e","1","n/e","n/e","n/e","n/e","n/e","208","","1754","205","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 18:00 - 04.01.2021 19:00 (CET/CEST)","27","2881","n/e","1","n/e","n/e","n/e","n/e","n/e","209","","1775","204","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 19:00 - 04.01.2021 20:00 (CET/CEST)","27","2925","n/e","1","n/e","n/e","n/e","n/e","n/e","71","","1873","204","n/e","n/e","130","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 20:00 - 04.01.2021 21:00 (CET/CEST)","27","2885","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1821","165","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 21:00 - 04.01.2021 22:00 (CET/CEST)","27","2913","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1753","86","n/e","n/e","124","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 22:00 - 04.01.2021 23:00 (CET/CEST)","27","2953","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1825","35","n/e","n/e","97","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","04.01.2021 23:00 - 05.01.2021 00:00 (CET/CEST)","27","2991","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1833","29","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 00:00 - 05.01.2021 01:00 (CET/CEST)","27","2960","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1734","0","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 01:00 - 05.01.2021 02:00 (CET/CEST)","27","2942","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1376","0","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 02:00 - 05.01.2021 03:00 (CET/CEST)","27","2887","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1238","0","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 03:00 - 05.01.2021 04:00 (CET/CEST)","27","2850","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1235","0","n/e","n/e","100","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 04:00 - 05.01.2021 05:00 (CET/CEST)","27","2948","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1068","0","n/e","n/e","125","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 05:00 - 05.01.2021 06:00 (CET/CEST)","27","3064","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1151","0","n/e","n/e","130","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 06:00 - 05.01.2021 07:00 (CET/CEST)","27","3102","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1477","0","n/e","n/e","130","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 07:00 - 05.01.2021 08:00 (CET/CEST)","27","3126","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1769","0","n/e","n/e","130","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 08:00 - 05.01.2021 09:00 (CET/CEST)","27","3033","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1837","10","n/e","n/e","127","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 09:00 - 05.01.2021 10:00 (CET/CEST)","27","2983","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1895","47","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 10:00 - 05.01.2021 11:00 (CET/CEST)","27","3005","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1828","127","n/e","n/e","130","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 11:00 - 05.01.2021 12:00 (CET/CEST)","27","2992","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1863","126","n/e","n/e","130","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 12:00 - 05.01.2021 13:00 (CET/CEST)","27","3027","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1802","124","n/e","n/e","131","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 13:00 - 05.01.2021 14:00 (CET/CEST)","27","3115","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1780","99","n/e","n/e","132","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 14:00 - 05.01.2021 15:00 (CET/CEST)","27","3127","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1844","43","n/e","n/e","132","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 15:00 - 05.01.2021 16:00 (CET/CEST)","27","3187","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1843","36","n/e","n/e","126","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 16:00 - 05.01.2021 17:00 (CET/CEST)","27","3190","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1849","43","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 17:00 - 05.01.2021 18:00 (CET/CEST)","27","3276","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1854","123","n/e","n/e","130","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 18:00 - 05.01.2021 19:00 (CET/CEST)","27","3247","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1850","123","n/e","n/e","130","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 19:00 - 05.01.2021 20:00 (CET/CEST)","27","3249","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1875","126","n/e","n/e","128","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","05.01.2021 20:00 - 05.01.2021 21:00 (CET/CEST)","27","3297","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1894","64","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
