"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|RS","23.02.2021 21:00 - 23.02.2021 22:00 (CET/CEST)","27","2916","n/e","1","n/e","n/e","n/e","n/e","n/e","538","","1901","242","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","23.02.2021 22:00 - 23.02.2021 23:00 (CET/CEST)","27","2743","n/e","1","n/e","n/e","n/e","n/e","n/e","303","","1892","242","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","23.02.2021 23:00 - 24.02.2021 00:00 (CET/CEST)","27","2713","n/e","1","n/e","n/e","n/e","n/e","n/e","287","","1888","240","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 00:00 - 24.02.2021 01:00 (CET/CEST)","27","2715","n/e","1","n/e","n/e","n/e","n/e","n/e","35","","1582","240","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 01:00 - 24.02.2021 02:00 (CET/CEST)","27","2758","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1199","240","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 02:00 - 24.02.2021 03:00 (CET/CEST)","27","2801","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","875","190","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 03:00 - 24.02.2021 04:00 (CET/CEST)","27","2755","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","810","162","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 04:00 - 24.02.2021 05:00 (CET/CEST)","27","2717","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","850","143","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 05:00 - 24.02.2021 06:00 (CET/CEST)","27","2710","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1080","189","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 06:00 - 24.02.2021 07:00 (CET/CEST)","27","2732","n/e","1","n/e","n/e","n/e","n/e","n/e","13","","1672","205","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 07:00 - 24.02.2021 08:00 (CET/CEST)","27","2714","n/e","1","n/e","n/e","n/e","n/e","n/e","298","","1856","242","n/e","n/e","127","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 08:00 - 24.02.2021 09:00 (CET/CEST)","27","2639","n/e","1","n/e","n/e","n/e","n/e","n/e","527","","1903","238","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 09:00 - 24.02.2021 10:00 (CET/CEST)","27","2692","n/e","1","n/e","n/e","n/e","n/e","n/e","562","","1868","244","n/e","n/e","127","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 10:00 - 24.02.2021 11:00 (CET/CEST)","27","2691","n/e","1","n/e","n/e","n/e","n/e","n/e","468","","1835","241","n/e","n/e","131","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 11:00 - 24.02.2021 12:00 (CET/CEST)","27","2694","n/e","1","n/e","n/e","n/e","n/e","n/e","427","","1891","237","n/e","n/e","135","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 12:00 - 24.02.2021 13:00 (CET/CEST)","27","2702","n/e","1","n/e","n/e","n/e","n/e","n/e","428","","1908","240","n/e","n/e","135","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 13:00 - 24.02.2021 14:00 (CET/CEST)","27","2716","n/e","1","n/e","n/e","n/e","n/e","n/e","338","","1818","238","n/e","n/e","134","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 14:00 - 24.02.2021 15:00 (CET/CEST)","27","2772","n/e","1","n/e","n/e","n/e","n/e","n/e","195","","1854","241","n/e","n/e","136","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 15:00 - 24.02.2021 16:00 (CET/CEST)","27","2844","n/e","1","n/e","n/e","n/e","n/e","n/e","213","","1807","236","n/e","n/e","134","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 16:00 - 24.02.2021 17:00 (CET/CEST)","27","2878","n/e","1","n/e","n/e","n/e","n/e","n/e","211","","1848","243","n/e","n/e","134","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 17:00 - 24.02.2021 18:00 (CET/CEST)","27","2865","n/e","1","n/e","n/e","n/e","n/e","n/e","332","","1884","246","n/e","n/e","134","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 18:00 - 24.02.2021 19:00 (CET/CEST)","27","2889","n/e","1","n/e","n/e","n/e","n/e","n/e","506","","1832","240","n/e","n/e","134","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 19:00 - 24.02.2021 20:00 (CET/CEST)","27","2830","n/e","1","n/e","n/e","n/e","n/e","n/e","519","","1819","247","n/e","n/e","131","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 20:00 - 24.02.2021 21:00 (CET/CEST)","27","2639","n/e","1","n/e","n/e","n/e","n/e","n/e","508","","1878","247","n/e","n/e","136","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 21:00 - 24.02.2021 22:00 (CET/CEST)","27","2715","n/e","1","n/e","n/e","n/e","n/e","n/e","264","","1748","250","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 22:00 - 24.02.2021 23:00 (CET/CEST)","27","2714","n/e","1","n/e","n/e","n/e","n/e","n/e","208","","1720","247","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","24.02.2021 23:00 - 25.02.2021 00:00 (CET/CEST)","27","2738","n/e","1","n/e","n/e","n/e","n/e","n/e","11","","1785","241","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 00:00 - 25.02.2021 01:00 (CET/CEST)","27","2727","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1424","227","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 01:00 - 25.02.2021 02:00 (CET/CEST)","27","2714","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1196","203","n/e","n/e","83","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 02:00 - 25.02.2021 03:00 (CET/CEST)","27","2603","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1045","200","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 03:00 - 25.02.2021 04:00 (CET/CEST)","27","2494","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1015","150","n/e","n/e","95","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 04:00 - 25.02.2021 05:00 (CET/CEST)","27","2440","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","994","148","n/e","n/e","121","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 05:00 - 25.02.2021 06:00 (CET/CEST)","27","2531","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1001","145","n/e","n/e","128","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 06:00 - 25.02.2021 07:00 (CET/CEST)","27","2648","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1464","243","n/e","n/e","127","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 07:00 - 25.02.2021 08:00 (CET/CEST)","27","2689","n/e","1","n/e","n/e","n/e","n/e","n/e","178","","1813","245","n/e","n/e","120","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 08:00 - 25.02.2021 09:00 (CET/CEST)","27","2750","n/e","1","n/e","n/e","n/e","n/e","n/e","288","","1876","244","n/e","n/e","95","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 09:00 - 25.02.2021 10:00 (CET/CEST)","27","2739","n/e","1","n/e","n/e","n/e","n/e","n/e","259","","1844","242","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 10:00 - 25.02.2021 11:00 (CET/CEST)","27","2839","n/e","1","n/e","n/e","n/e","n/e","n/e","126","","1727","283","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 11:00 - 25.02.2021 12:00 (CET/CEST)","27","2850","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1728","260","n/e","n/e","89","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 12:00 - 25.02.2021 13:00 (CET/CEST)","27","2833","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1647","246","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 13:00 - 25.02.2021 14:00 (CET/CEST)","27","2914","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1569","246","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 14:00 - 25.02.2021 15:00 (CET/CEST)","27","2893","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1609","184","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 15:00 - 25.02.2021 16:00 (CET/CEST)","27","2872","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1643","176","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 16:00 - 25.02.2021 17:00 (CET/CEST)","27","2786","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1809","233","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 17:00 - 25.02.2021 18:00 (CET/CEST)","27","2751","n/e","1","n/e","n/e","n/e","n/e","n/e","140","","1855","244","n/e","n/e","89","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 18:00 - 25.02.2021 19:00 (CET/CEST)","27","2895","n/e","1","n/e","n/e","n/e","n/e","n/e","272","","1841","246","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 19:00 - 25.02.2021 20:00 (CET/CEST)","27","3025","n/e","1","n/e","n/e","n/e","n/e","n/e","196","","1735","245","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 20:00 - 25.02.2021 21:00 (CET/CEST)","27","3179","n/e","1","n/e","n/e","n/e","n/e","n/e","4","","1576","170","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 21:00 - 25.02.2021 22:00 (CET/CEST)","27","3218","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1328","148","n/e","n/e","90","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 22:00 - 25.02.2021 23:00 (CET/CEST)","27","3141","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1365","138","n/e","n/e","91","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","25.02.2021 23:00 - 26.02.2021 00:00 (CET/CEST)","27","3127","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1344","113","n/e","n/e","90","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 00:00 - 26.02.2021 01:00 (CET/CEST)","27","3131","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1490","113","n/e","n/e","90","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 01:00 - 26.02.2021 02:00 (CET/CEST)","27","3157","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","979","113","n/e","n/e","90","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 02:00 - 26.02.2021 03:00 (CET/CEST)","27","3129","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","757","113","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 03:00 - 26.02.2021 04:00 (CET/CEST)","27","3166","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","866","113","n/e","n/e","100","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 04:00 - 26.02.2021 05:00 (CET/CEST)","27","3146","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","841","113","n/e","n/e","120","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 05:00 - 26.02.2021 06:00 (CET/CEST)","27","3160","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","876","124","n/e","n/e","130","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 06:00 - 26.02.2021 07:00 (CET/CEST)","27","3186","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1525","235","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 07:00 - 26.02.2021 08:00 (CET/CEST)","27","3238","n/e","1","n/e","n/e","n/e","n/e","n/e","97","","1828","247","n/e","n/e","118","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 08:00 - 26.02.2021 09:00 (CET/CEST)","27","3126","n/e","1","n/e","n/e","n/e","n/e","n/e","234","","1777","248","n/e","n/e","97","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 09:00 - 26.02.2021 10:00 (CET/CEST)","27","3056","n/e","1","n/e","n/e","n/e","n/e","n/e","294","","1760","247","n/e","n/e","83","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 10:00 - 26.02.2021 11:00 (CET/CEST)","27","3032","n/e","1","n/e","n/e","n/e","n/e","n/e","198","","1672","212","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 11:00 - 26.02.2021 12:00 (CET/CEST)","27","3092","n/e","1","n/e","n/e","n/e","n/e","n/e","156","","1608","182","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 12:00 - 26.02.2021 13:00 (CET/CEST)","27","3140","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1624","186","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 13:00 - 26.02.2021 14:00 (CET/CEST)","27","3137","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1526","247","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 14:00 - 26.02.2021 15:00 (CET/CEST)","27","3154","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1518","241","n/e","n/e","83","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 15:00 - 26.02.2021 16:00 (CET/CEST)","27","3214","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1565","244","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 16:00 - 26.02.2021 17:00 (CET/CEST)","27","3179","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1605","245","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 17:00 - 26.02.2021 18:00 (CET/CEST)","27","3217","n/e","1","n/e","n/e","n/e","n/e","n/e","75","","1785","241","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 18:00 - 26.02.2021 19:00 (CET/CEST)","27","3149","n/e","1","n/e","n/e","n/e","n/e","n/e","213","","1793","246","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 19:00 - 26.02.2021 20:00 (CET/CEST)","27","3166","n/e","1","n/e","n/e","n/e","n/e","n/e","235","","1826","245","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 20:00 - 26.02.2021 21:00 (CET/CEST)","27","3159","n/e","1","n/e","n/e","n/e","n/e","n/e","201","","1763","239","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 21:00 - 26.02.2021 22:00 (CET/CEST)","27","3163","n/e","1","n/e","n/e","n/e","n/e","n/e","202","","1640","234","n/e","n/e","83","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 22:00 - 26.02.2021 23:00 (CET/CEST)","27","2923","n/e","1","n/e","n/e","n/e","n/e","n/e","202","","1757","208","n/e","n/e","83","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","26.02.2021 23:00 - 27.02.2021 00:00 (CET/CEST)","27","2880","n/e","1","n/e","n/e","n/e","n/e","n/e","168","","1579","207","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 00:00 - 27.02.2021 01:00 (CET/CEST)","27","2795","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1628","198","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 01:00 - 27.02.2021 02:00 (CET/CEST)","27","2607","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1478","186","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 02:00 - 27.02.2021 03:00 (CET/CEST)","27","2609","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1182","206","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 03:00 - 27.02.2021 04:00 (CET/CEST)","27","2503","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1227","206","n/e","n/e","94","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 04:00 - 27.02.2021 05:00 (CET/CEST)","27","2456","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1249","212","n/e","n/e","111","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 05:00 - 27.02.2021 06:00 (CET/CEST)","27","2473","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1292","212","n/e","n/e","117","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 06:00 - 27.02.2021 07:00 (CET/CEST)","27","2472","n/e","1","n/e","n/e","n/e","n/e","n/e","63","","1724","241","n/e","n/e","124","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 07:00 - 27.02.2021 08:00 (CET/CEST)","27","2493","n/e","1","n/e","n/e","n/e","n/e","n/e","472","","1821","241","n/e","n/e","126","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 08:00 - 27.02.2021 09:00 (CET/CEST)","27","2481","n/e","1","n/e","n/e","n/e","n/e","n/e","519","","1835","241","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 09:00 - 27.02.2021 10:00 (CET/CEST)","27","2470","n/e","1","n/e","n/e","n/e","n/e","n/e","408","","1827","241","n/e","n/e","131","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 10:00 - 27.02.2021 11:00 (CET/CEST)","27","2575","n/e","1","n/e","n/e","n/e","n/e","n/e","262","","1784","240","n/e","n/e","131","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 11:00 - 27.02.2021 12:00 (CET/CEST)","27","2702","n/e","1","n/e","n/e","n/e","n/e","n/e","153","","1814","241","n/e","n/e","126","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 12:00 - 27.02.2021 13:00 (CET/CEST)","27","2679","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1922","241","n/e","n/e","127","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 13:00 - 27.02.2021 14:00 (CET/CEST)","27","2702","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1869","240","n/e","n/e","126","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 14:00 - 27.02.2021 15:00 (CET/CEST)","27","2656","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1895","244","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 15:00 - 27.02.2021 16:00 (CET/CEST)","27","2641","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1915","244","n/e","n/e","128","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 16:00 - 27.02.2021 17:00 (CET/CEST)","27","2639","n/e","1","n/e","n/e","n/e","n/e","n/e","31","","1947","246","n/e","n/e","131","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 17:00 - 27.02.2021 18:00 (CET/CEST)","27","2689","n/e","1","n/e","n/e","n/e","n/e","n/e","240","","1896","244","n/e","n/e","131","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 18:00 - 27.02.2021 19:00 (CET/CEST)","27","2756","n/e","1","n/e","n/e","n/e","n/e","n/e","273","","1905","244","n/e","n/e","131","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 19:00 - 27.02.2021 20:00 (CET/CEST)","27","2721","n/e","1","n/e","n/e","n/e","n/e","n/e","249","","1868","243","n/e","n/e","131","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 20:00 - 27.02.2021 21:00 (CET/CEST)","27","2726","n/e","1","n/e","n/e","n/e","n/e","n/e","250","","1857","241","n/e","n/e","132","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 21:00 - 27.02.2021 22:00 (CET/CEST)","27","2707","n/e","1","n/e","n/e","n/e","n/e","n/e","220","","1796","241","n/e","n/e","133","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 22:00 - 27.02.2021 23:00 (CET/CEST)","27","2717","n/e","1","n/e","n/e","n/e","n/e","n/e","2","","1717","229","n/e","n/e","109","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","27.02.2021 23:00 - 28.02.2021 00:00 (CET/CEST)","27","2761","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1659","222","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 00:00 - 28.02.2021 01:00 (CET/CEST)","27","2677","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1103","192","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 01:00 - 28.02.2021 02:00 (CET/CEST)","27","2432","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1102","192","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 02:00 - 28.02.2021 03:00 (CET/CEST)","27","2504","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","820","189","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 03:00 - 28.02.2021 04:00 (CET/CEST)","27","2560","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","709","189","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 04:00 - 28.02.2021 05:00 (CET/CEST)","27","2612","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","627","188","n/e","n/e","92","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 05:00 - 28.02.2021 06:00 (CET/CEST)","27","2471","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","684","190","n/e","n/e","120","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 06:00 - 28.02.2021 07:00 (CET/CEST)","27","2449","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1285","203","n/e","n/e","127","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 07:00 - 28.02.2021 08:00 (CET/CEST)","27","2425","n/e","1","n/e","n/e","n/e","n/e","n/e","124","","1584","211","n/e","n/e","127","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 08:00 - 28.02.2021 09:00 (CET/CEST)","27","2420","n/e","1","n/e","n/e","n/e","n/e","n/e","256","","1752","211","n/e","n/e","127","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 09:00 - 28.02.2021 10:00 (CET/CEST)","27","2467","n/e","1","n/e","n/e","n/e","n/e","n/e","290","","1817","214","n/e","n/e","107","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 10:00 - 28.02.2021 11:00 (CET/CEST)","27","2485","n/e","1","n/e","n/e","n/e","n/e","n/e","269","","1736","205","n/e","n/e","93","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 11:00 - 28.02.2021 12:00 (CET/CEST)","27","2557","n/e","1","n/e","n/e","n/e","n/e","n/e","232","","1649","205","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 12:00 - 28.02.2021 13:00 (CET/CEST)","27","2697","n/e","1","n/e","n/e","n/e","n/e","n/e","9","","1467","217","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 13:00 - 28.02.2021 14:00 (CET/CEST)","27","2834","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1215","216","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 14:00 - 28.02.2021 15:00 (CET/CEST)","27","2896","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1036","169","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 15:00 - 28.02.2021 16:00 (CET/CEST)","27","2953","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1236","110","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 16:00 - 28.02.2021 17:00 (CET/CEST)","27","3061","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1199","107","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 17:00 - 28.02.2021 18:00 (CET/CEST)","27","3105","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1400","107","n/e","n/e","90","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 18:00 - 28.02.2021 19:00 (CET/CEST)","27","2904","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1813","110","n/e","n/e","98","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 19:00 - 28.02.2021 20:00 (CET/CEST)","27","2933","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1754","116","n/e","n/e","105","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 20:00 - 28.02.2021 21:00 (CET/CEST)","27","2870","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1821","123","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","28.02.2021 21:00 - 28.02.2021 22:00 (CET/CEST)","27","2836","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1687","145","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e"
