"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|RS","06.02.2022 10:00 - 06.02.2022 11:00 (CET/CEST)","27","2559","n/e","80","n/e","n/e","n/e","n/e","n/e","0","","1150","107","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","06.02.2022 11:00 - 06.02.2022 12:00 (CET/CEST)","27","2563","n/e","78","n/e","n/e","n/e","n/e","n/e","0","","1137","110","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","06.02.2022 12:00 - 06.02.2022 13:00 (CET/CEST)","27","2593","n/e","73","n/e","n/e","n/e","n/e","n/e","0","","998","107","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","06.02.2022 13:00 - 06.02.2022 14:00 (CET/CEST)","27","2615","n/e","73","n/e","n/e","n/e","n/e","n/e","0","","841","110","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","06.02.2022 14:00 - 06.02.2022 15:00 (CET/CEST)","27","2574","n/e","72","n/e","n/e","n/e","n/e","n/e","0","","704","107","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","06.02.2022 15:00 - 06.02.2022 16:00 (CET/CEST)","27","2545","n/e","77","n/e","n/e","n/e","n/e","n/e","0","","623","107","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","06.02.2022 16:00 - 06.02.2022 17:00 (CET/CEST)","27","2544","n/e","75","n/e","n/e","n/e","n/e","n/e","0","","617","107","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","06.02.2022 17:00 - 06.02.2022 18:00 (CET/CEST)","27","2590","n/e","73","n/e","n/e","n/e","n/e","n/e","0","","805","107","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","06.02.2022 18:00 - 06.02.2022 19:00 (CET/CEST)","27","2589","n/e","74","n/e","n/e","n/e","n/e","n/e","0","","732","107","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","06.02.2022 19:00 - 06.02.2022 20:00 (CET/CEST)","27","2541","n/e","75","n/e","n/e","n/e","n/e","n/e","0","","837","108","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","06.02.2022 20:00 - 06.02.2022 21:00 (CET/CEST)","27","2543","n/e","74","n/e","n/e","n/e","n/e","n/e","0","","811","127","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","06.02.2022 21:00 - 06.02.2022 22:00 (CET/CEST)","27","2583","n/e","75","n/e","n/e","n/e","n/e","n/e","0","","658","113","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","06.02.2022 22:00 - 06.02.2022 23:00 (CET/CEST)","27","2549","n/e","75","n/e","n/e","n/e","n/e","n/e","0","","603","110","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","06.02.2022 23:00 - 07.02.2022 00:00 (CET/CEST)","27","2588","n/e","72","n/e","n/e","n/e","n/e","n/e","0","","526","107","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 00:00 - 07.02.2022 01:00 (CET/CEST)","27","2394","n/e","73","n/e","n/e","n/e","n/e","n/e","0","","711","103","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 01:00 - 07.02.2022 02:00 (CET/CEST)","27","2369","n/e","75","n/e","n/e","n/e","n/e","n/e","0","","442","103","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 02:00 - 07.02.2022 03:00 (CET/CEST)","27","2357","n/e","73","n/e","n/e","n/e","n/e","n/e","0","","423","103","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 03:00 - 07.02.2022 04:00 (CET/CEST)","27","2374","n/e","73","n/e","n/e","n/e","n/e","n/e","0","","360","103","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 04:00 - 07.02.2022 05:00 (CET/CEST)","27","2382","n/e","80","n/e","n/e","n/e","n/e","n/e","0","","318","100","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 05:00 - 07.02.2022 06:00 (CET/CEST)","27","2418","n/e","77","n/e","n/e","n/e","n/e","n/e","0","","320","100","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 06:00 - 07.02.2022 07:00 (CET/CEST)","27","2451","n/e","74","n/e","n/e","n/e","n/e","n/e","0","","497","170","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 07:00 - 07.02.2022 08:00 (CET/CEST)","27","2472","n/e","75","n/e","n/e","n/e","n/e","n/e","0","","856","198","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 08:00 - 07.02.2022 09:00 (CET/CEST)","27","2222","n/e","79","n/e","n/e","n/e","n/e","n/e","0","","1478","197","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 09:00 - 07.02.2022 10:00 (CET/CEST)","27","2112","n/e","72","n/e","n/e","n/e","n/e","n/e","180","","1613","193","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 10:00 - 07.02.2022 11:00 (CET/CEST)","27","2121","n/e","74","n/e","n/e","n/e","n/e","n/e","294","","1671","194","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 11:00 - 07.02.2022 12:00 (CET/CEST)","27","2264","n/e","81","n/e","n/e","n/e","n/e","n/e","270","","1377","195","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 12:00 - 07.02.2022 13:00 (CET/CEST)","27","2455","n/e","81","n/e","n/e","n/e","n/e","n/e","202","","1217","194","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 13:00 - 07.02.2022 14:00 (CET/CEST)","27","2475","n/e","80","n/e","n/e","n/e","n/e","n/e","205","","1095","194","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 14:00 - 07.02.2022 15:00 (CET/CEST)","27","2542","n/e","82","n/e","n/e","n/e","n/e","n/e","196","","876","196","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 15:00 - 07.02.2022 16:00 (CET/CEST)","27","2772","n/e","78","n/e","n/e","n/e","n/e","n/e","0","","747","195","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 16:00 - 07.02.2022 17:00 (CET/CEST)","27","2943","n/e","82","n/e","n/e","n/e","n/e","n/e","0","","617","195","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 17:00 - 07.02.2022 18:00 (CET/CEST)","27","3023","n/e","85","n/e","n/e","n/e","n/e","n/e","0","","726","194","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 18:00 - 07.02.2022 19:00 (CET/CEST)","27","3088","n/e","111","n/e","n/e","n/e","n/e","n/e","0","","740","142","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 19:00 - 07.02.2022 20:00 (CET/CEST)","27","3129","n/e","107","n/e","n/e","n/e","n/e","n/e","0","","683","129","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 20:00 - 07.02.2022 21:00 (CET/CEST)","27","3134","n/e","114","n/e","n/e","n/e","n/e","n/e","0","","815","119","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 21:00 - 07.02.2022 22:00 (CET/CEST)","27","3092","n/e","118","n/e","n/e","n/e","n/e","n/e","0","","769","107","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 22:00 - 07.02.2022 23:00 (CET/CEST)","27","3032","n/e","114","n/e","n/e","n/e","n/e","n/e","0","","792","107","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","07.02.2022 23:00 - 08.02.2022 00:00 (CET/CEST)","27","3006","n/e","112","n/e","n/e","n/e","n/e","n/e","0","","971","107","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 00:00 - 08.02.2022 01:00 (CET/CEST)","27","2977","n/e","109","n/e","n/e","n/e","n/e","n/e","0","","745","107","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 01:00 - 08.02.2022 02:00 (CET/CEST)","27","2981","n/e","107","n/e","n/e","n/e","n/e","n/e","0","","544","96","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 02:00 - 08.02.2022 03:00 (CET/CEST)","27","2989","n/e","113","n/e","n/e","n/e","n/e","n/e","0","","375","6","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 03:00 - 08.02.2022 04:00 (CET/CEST)","27","2977","n/e","111","n/e","n/e","n/e","n/e","n/e","0","","353","0","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 04:00 - 08.02.2022 05:00 (CET/CEST)","27","2991","n/e","106","n/e","n/e","n/e","n/e","n/e","0","","308","0","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 05:00 - 08.02.2022 06:00 (CET/CEST)","27","2983","n/e","111","n/e","n/e","n/e","n/e","n/e","0","","353","0","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 06:00 - 08.02.2022 07:00 (CET/CEST)","27","2934","n/e","112","n/e","n/e","n/e","n/e","n/e","0","","632","2","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 07:00 - 08.02.2022 08:00 (CET/CEST)","27","2930","n/e","111","n/e","n/e","n/e","n/e","n/e","0","","736","65","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 08:00 - 08.02.2022 09:00 (CET/CEST)","27","2892","n/e","116","n/e","n/e","n/e","n/e","n/e","0","","857","117","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 09:00 - 08.02.2022 10:00 (CET/CEST)","27","2696","n/e","116","n/e","n/e","n/e","n/e","n/e","0","","1044","192","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 10:00 - 08.02.2022 11:00 (CET/CEST)","27","2448","n/e","114","n/e","n/e","n/e","n/e","n/e","0","","1326","191","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 11:00 - 08.02.2022 12:00 (CET/CEST)","27","2464","n/e","114","n/e","n/e","n/e","n/e","n/e","0","","1241","192","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 12:00 - 08.02.2022 13:00 (CET/CEST)","27","2571","n/e","115","n/e","n/e","n/e","n/e","n/e","0","","1130","183","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 13:00 - 08.02.2022 14:00 (CET/CEST)","27","2586","n/e","114","n/e","n/e","n/e","n/e","n/e","0","","1016","193","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 14:00 - 08.02.2022 15:00 (CET/CEST)","27","2594","n/e","117","n/e","n/e","n/e","n/e","n/e","0","","923","190","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 15:00 - 08.02.2022 16:00 (CET/CEST)","27","2589","n/e","99","n/e","n/e","n/e","n/e","n/e","0","","900","190","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 16:00 - 08.02.2022 17:00 (CET/CEST)","27","2543","n/e","80","n/e","n/e","n/e","n/e","n/e","0","","1018","191","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 17:00 - 08.02.2022 18:00 (CET/CEST)","27","2539","n/e","89","n/e","n/e","n/e","n/e","n/e","0","","1300","191","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 18:00 - 08.02.2022 19:00 (CET/CEST)","27","2513","n/e","91","n/e","n/e","n/e","n/e","n/e","0","","1386","193","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 19:00 - 08.02.2022 20:00 (CET/CEST)","27","2514","n/e","91","n/e","n/e","n/e","n/e","n/e","0","","1369","194","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 20:00 - 08.02.2022 21:00 (CET/CEST)","27","2507","n/e","91","n/e","n/e","n/e","n/e","n/e","0","","1301","191","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 21:00 - 08.02.2022 22:00 (CET/CEST)","27","2511","n/e","87","n/e","n/e","n/e","n/e","n/e","0","","1113","191","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 22:00 - 08.02.2022 23:00 (CET/CEST)","27","2493","n/e","87","n/e","n/e","n/e","n/e","n/e","0","","1058","188","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","08.02.2022 23:00 - 09.02.2022 00:00 (CET/CEST)","27","2440","n/e","84","n/e","n/e","n/e","n/e","n/e","0","","1108","185","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 00:00 - 09.02.2022 01:00 (CET/CEST)","27","2596","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","740","109","n/e","n/e","116","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 01:00 - 09.02.2022 02:00 (CET/CEST)","27","2782","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","457","99","n/e","n/e","116","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 02:00 - 09.02.2022 03:00 (CET/CEST)","27","2872","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","420","99","n/e","n/e","114","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 03:00 - 09.02.2022 04:00 (CET/CEST)","27","2883","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","361","78","n/e","n/e","115","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 04:00 - 09.02.2022 05:00 (CET/CEST)","27","2909","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","382","78","n/e","n/e","109","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 05:00 - 09.02.2022 06:00 (CET/CEST)","27","2886","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","457","99","n/e","n/e","108","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 06:00 - 09.02.2022 07:00 (CET/CEST)","27","2919","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","546","105","n/e","n/e","108","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 07:00 - 09.02.2022 08:00 (CET/CEST)","27","2994","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","649","105","n/e","n/e","107","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 08:00 - 09.02.2022 09:00 (CET/CEST)","27","3008","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","791","176","n/e","n/e","108","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 09:00 - 09.02.2022 10:00 (CET/CEST)","27","2898","n/e","1","n/e","n/e","n/e","n/e","n/e","0","","1066","190","n/e","n/e","108","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 10:00 - 09.02.2022 11:00 (CET/CEST)","27","2717","n/e","1","n/e","n/e","n/e","n/e","n/e","98","","1189","196","n/e","n/e","109","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 11:00 - 09.02.2022 12:00 (CET/CEST)","27","2561","n/e","1","n/e","n/e","n/e","n/e","n/e","250","","1214","192","n/e","n/e","110","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 12:00 - 09.02.2022 13:00 (CET/CEST)","27","2447","n/e","1","n/e","n/e","n/e","n/e","n/e","275","","1219","189","n/e","n/e","114","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 13:00 - 09.02.2022 14:00 (CET/CEST)","27","2368","n/e","1","n/e","n/e","n/e","n/e","n/e","294","","1113","190","n/e","n/e","114","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 14:00 - 09.02.2022 15:00 (CET/CEST)","27","2332","n/e","1","n/e","n/e","n/e","n/e","n/e","294","","1128","192","n/e","n/e","116","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 15:00 - 09.02.2022 16:00 (CET/CEST)","27","2381","n/e","1","n/e","n/e","n/e","n/e","n/e","295","","976","189","n/e","n/e","118","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 16:00 - 09.02.2022 17:00 (CET/CEST)","27","2472","n/e","1","n/e","n/e","n/e","n/e","n/e","295","","948","189","n/e","n/e","112","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 17:00 - 09.02.2022 18:00 (CET/CEST)","27","2478","n/e","1","n/e","n/e","n/e","n/e","n/e","294","","1237","189","n/e","n/e","116","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 18:00 - 09.02.2022 19:00 (CET/CEST)","27","2509","n/e","1","n/e","n/e","n/e","n/e","n/e","294","","1337","189","n/e","n/e","119","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 19:00 - 09.02.2022 20:00 (CET/CEST)","27","2518","n/e","1","n/e","n/e","n/e","n/e","n/e","294","","1326","192","n/e","n/e","120","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 20:00 - 09.02.2022 21:00 (CET/CEST)","27","2513","n/e","1","n/e","n/e","n/e","n/e","n/e","235","","1250","189","n/e","n/e","123","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 21:00 - 09.02.2022 22:00 (CET/CEST)","27","2535","n/e","1","n/e","n/e","n/e","n/e","n/e","203","","1044","189","n/e","n/e","124","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 22:00 - 09.02.2022 23:00 (CET/CEST)","27","2565","n/e","1","n/e","n/e","n/e","n/e","n/e","207","","686","190","n/e","n/e","124","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","09.02.2022 23:00 - 10.02.2022 00:00 (CET/CEST)","27","2555","n/e","1","n/e","n/e","n/e","n/e","n/e","39","","799","191","n/e","n/e","124","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 00:00 - 10.02.2022 01:00 (CET/CEST)","27","2512","n/e","95","n/e","n/e","n/e","n/e","n/e","0","","827","157","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 01:00 - 10.02.2022 02:00 (CET/CEST)","27","2485","n/e","93","n/e","n/e","n/e","n/e","n/e","0","","648","105","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 02:00 - 10.02.2022 03:00 (CET/CEST)","27","2404","n/e","94","n/e","n/e","n/e","n/e","n/e","0","","443","105","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 03:00 - 10.02.2022 04:00 (CET/CEST)","27","2414","n/e","92","n/e","n/e","n/e","n/e","n/e","0","","377","105","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 04:00 - 10.02.2022 05:00 (CET/CEST)","27","2428","n/e","88","n/e","n/e","n/e","n/e","n/e","0","","457","105","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 05:00 - 10.02.2022 06:00 (CET/CEST)","27","2414","n/e","87","n/e","n/e","n/e","n/e","n/e","0","","508","105","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 06:00 - 10.02.2022 07:00 (CET/CEST)","27","2427","n/e","90","n/e","n/e","n/e","n/e","n/e","0","","775","179","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 07:00 - 10.02.2022 08:00 (CET/CEST)","27","2461","n/e","100","n/e","n/e","n/e","n/e","n/e","0","","1090","182","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 08:00 - 10.02.2022 09:00 (CET/CEST)","27","2439","n/e","102","n/e","n/e","n/e","n/e","n/e","0","","1285","179","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 09:00 - 10.02.2022 10:00 (CET/CEST)","27","2423","n/e","105","n/e","n/e","n/e","n/e","n/e","202","","1143","181","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 10:00 - 10.02.2022 11:00 (CET/CEST)","27","2370","n/e","107","n/e","n/e","n/e","n/e","n/e","201","","1137","181","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 11:00 - 10.02.2022 12:00 (CET/CEST)","27","2349","n/e","102","n/e","n/e","n/e","n/e","n/e","202","","975","180","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 12:00 - 10.02.2022 13:00 (CET/CEST)","27","2356","n/e","101","n/e","n/e","n/e","n/e","n/e","9","","1031","183","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 13:00 - 10.02.2022 14:00 (CET/CEST)","27","2387","n/e","101","n/e","n/e","n/e","n/e","n/e","0","","966","183","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 14:00 - 10.02.2022 15:00 (CET/CEST)","27","2385","n/e","101","n/e","n/e","n/e","n/e","n/e","0","","852","183","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 15:00 - 10.02.2022 16:00 (CET/CEST)","27","2371","n/e","97","n/e","n/e","n/e","n/e","n/e","0","","857","180","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 16:00 - 10.02.2022 17:00 (CET/CEST)","27","2380","n/e","94","n/e","n/e","n/e","n/e","n/e","0","","933","184","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 17:00 - 10.02.2022 18:00 (CET/CEST)","27","2406","n/e","91","n/e","n/e","n/e","n/e","n/e","0","","1337","180","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 18:00 - 10.02.2022 19:00 (CET/CEST)","27","2392","n/e","92","n/e","n/e","n/e","n/e","n/e","0","","1521","181","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 19:00 - 10.02.2022 20:00 (CET/CEST)","27","2405","n/e","89","n/e","n/e","n/e","n/e","n/e","0","","1592","184","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 20:00 - 10.02.2022 21:00 (CET/CEST)","27","2454","n/e","93","n/e","n/e","n/e","n/e","n/e","0","","1461","180","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 21:00 - 10.02.2022 22:00 (CET/CEST)","27","2481","n/e","94","n/e","n/e","n/e","n/e","n/e","0","","1329","181","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 22:00 - 10.02.2022 23:00 (CET/CEST)","27","2472","n/e","93","n/e","n/e","n/e","n/e","n/e","0","","1268","181","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","10.02.2022 23:00 - 11.02.2022 00:00 (CET/CEST)","27","2448","n/e","94","n/e","n/e","n/e","n/e","n/e","0","","1122","179","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","11.02.2022 00:00 - 11.02.2022 01:00 (CET/CEST)","27","2470","n/e","94","n/e","n/e","n/e","n/e","n/e","0","","823","182","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","11.02.2022 01:00 - 11.02.2022 02:00 (CET/CEST)","27","2436","n/e","90","n/e","n/e","n/e","n/e","n/e","0","","569","182","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","11.02.2022 02:00 - 11.02.2022 03:00 (CET/CEST)","27","2446","n/e","93","n/e","n/e","n/e","n/e","n/e","0","","447","172","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","11.02.2022 03:00 - 11.02.2022 04:00 (CET/CEST)","27","2444","n/e","92","n/e","n/e","n/e","n/e","n/e","0","","429","105","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","11.02.2022 04:00 - 11.02.2022 05:00 (CET/CEST)","27","2449","n/e","86","n/e","n/e","n/e","n/e","n/e","0","","446","105","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","11.02.2022 05:00 - 11.02.2022 06:00 (CET/CEST)","27","2403","n/e","85","n/e","n/e","n/e","n/e","n/e","0","","509","105","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","11.02.2022 06:00 - 11.02.2022 07:00 (CET/CEST)","27","2525","n/e","88","n/e","n/e","n/e","n/e","n/e","0","","982","105","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","11.02.2022 07:00 - 11.02.2022 08:00 (CET/CEST)","27","2529","n/e","102","n/e","n/e","n/e","n/e","n/e","0","","1334","105","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","11.02.2022 08:00 - 11.02.2022 09:00 (CET/CEST)","27","2520","n/e","104","n/e","n/e","n/e","n/e","n/e","0","","1485","105","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","11.02.2022 09:00 - 11.02.2022 10:00 (CET/CEST)","27","2540","n/e","103","n/e","n/e","n/e","n/e","n/e","0","","1406","105","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","11.02.2022 10:00 - 11.02.2022 11:00 (CET/CEST)","27","2504","n/e","106","n/e","n/e","n/e","n/e","n/e","0","","1232","164","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","11.02.2022 11:00 - 11.02.2022 12:00 (CET/CEST)","27","2547","n/e","91","n/e","n/e","n/e","n/e","n/e","0","","977","176","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e"
